,title,network,imdb_rating,num_imdb_ratings,rt_critic_rating,rt_audience_rating,genres,tv_rating,release_year,runtime_mins,rt_season_ratings,imdb_url
137,Twin Peaks,ABC/Showtime,8.8,164116,89.0,89.0,"['crime', 'drama', 'mystery', 'thriller']",TV-MA,1990.0,47.0,"[93, 82, 94]",https://www.imdb.com/title/tt0098936/
138,Over the Garden Wall,Cartoon Network,8.8,34460,91.0,99.0,"['animation', 'adventure', 'drama', 'family', 'fantasy', 'horror', 'mystery', 'thriller']",TV-PG,2014.0,11.0,[91],https://www.imdb.com/title/tt3718778/
139,One Punch Man,Netflix (season 1); Hulu,8.8,99973,100.0,96.0,"['animation', 'action', 'comedy', 'fantasy', 'sci-fi']",TV-PG,2015.0,24.0,"[100, nan]",https://www.imdb.com/title/tt4508902/
140,Nathan for You,Comedy Central,8.8,16218,97.0,94.0,"['documentary', 'comedy']",TV-14,2013.0,30.0,"[89, 100, 100, nan, 100]",https://www.imdb.com/title/tt2297757/
142,Blackadder Goes Forth,BBC One,8.7,46162,100.0,100.0,"['comedy', 'war']",TV-PG,1989.0,17.0,"[100, nan]",https://www.imdb.com/title/tt0096548/
143,Freaks and Geeks,NBC,8.7,123427,100.0,95.0,"['comedy', 'drama']",TV-14,1999.0,44.0,[100],https://www.imdb.com/title/tt0193676/
145,Fawlty Towers,BBC Two,8.7,80669,100.0,92.0,['comedy'],TV-PG,1975.0,30.0,"[100, nan]",https://www.imdb.com/title/tt0072500/
146,Arrested Development,Netflix,8.7,265792,75.0,81.0,['comedy'],TV-14,2003.0,22.0,"[100, 94, 100, 27, 56]",https://www.imdb.com/title/tt0367279/
147,Attack on Titan,Netflix/Cartoon Network/Funimation,8.7,137508,94.0,93.0,"['animation', 'action', 'adventure', 'drama', 'fantasy', 'horror']",TV-MA,2013.0,24.0,"[83, 100, 100]",https://www.imdb.com/title/tt2560140/
148,Chappelle's Show,Comedy Central,8.7,50193,96.0,100.0,"['comedy', 'music']",TV-MA,2003.0,22.0,"[100, 100, 88]",https://www.imdb.com/title/tt0353049/
149,It's Always Sunny in Philadelphia,"FX (seasons 1-8), FXX",8.7,180295,96.0,93.0,['comedy'],TV-MA,2005.0,22.0,"[100, 100, 100, 100, 100, 93, 94, 89]",https://www.imdb.com/title/tt0472954/
150,Rome,HBO,8.7,147871,85.0,98.0,"['action', 'drama', 'history', 'romance', 'war']",TV-MA,2005.0,52.0,"[83, 88]",https://www.imdb.com/title/tt0384766/
151,House of Cards,Netflix,8.7,448383,77.0,76.0,['drama'],TV-MA,2013.0,51.0,"[86, 83, 74, 86, 71, 67]",https://www.imdb.com/title/tt1856010/
154,Oz,HBO,8.7,85006,89.0,91.0,"['crime', 'drama', 'thriller']",TV-MA,1997.0,55.0,"[67, 100, 100, nan, nan, 91]",https://www.imdb.com/title/tt0118421/
155,The West Wing,NBC,8.7,58992,75.0,95.0,['drama'],TV-14,1999.0,44.0,"[95, 81, 64, 86, 62, 50, 92]",https://www.imdb.com/title/tt0200276/
157,Steins;Gate,AT-X,8.7,37748,100.0,98.0,"['animation', 'comedy', 'drama', 'romance', 'sci-fi', 'thriller']",TV-14,2011.0,24.0,[100],https://www.imdb.com/title/tt1910272/
158,Dragon Ball Z,Syndicated,8.7,107061,91.0,,"['animation', 'action', 'adventure', 'fantasy', 'sci-fi', 'thriller']",TV-PG,1996.0,24.0,"[nan, 100, nan, nan, nan, nan, nan, nan]",https://www.imdb.com/title/tt0214341/
159,Cobra Kai,YouTube Premium,8.7,39529,94.0,97.0,"['action', 'comedy', 'drama', 'sport']",TV-14,2018.0,30.0,"[100, 88, nan]",https://www.imdb.com/title/tt7221388/
161,"I, Claudius",PBS,8.7,14977,100.0,80.0,"['biography', 'drama', 'history']",unrated,1976.0,65.0,[100],https://www.imdb.com/title/tt0074006/
162,The Marvelous Mrs. Maisel,Amazon,8.7,65756,89.0,87.0,"['comedy', 'drama']",TV-MA,2017.0,57.0,"[94, 91, 82]",https://www.imdb.com/title/tt5788792/
163,One Strange Rock,NGC,8.7,5502,83.0,93.0,['documentary'],TV-PG,2018.0,47.0,"[83, nan]",https://www.imdb.com/title/tt7651892/
167,Fleabag,Amazon Prime Video,8.7,67933,100.0,93.0,"['comedy', 'drama']",TV-MA,2016.0,27.0,"[100, 100]",https://www.imdb.com/title/tt5687612/
169,The Jinx: The Life and Deaths of Robert Durst,HBO,8.7,36320,95.0,97.0,"['documentary', 'crime']",TV-14,2015.0,27.0,[95],https://www.imdb.com/title/tt4299972/
170,The Adventures of Sherlock Holmes,PBS,8.7,18823,100.0,,"['crime', 'drama', 'mystery']",TV-PG,1984.0,60.0,"[nan, nan, nan, nan, nan]",https://www.imdb.com/title/tt0086661/
171,Six Feet Under,HBO,8.7,115245,81.0,97.0,"['comedy', 'drama']",TV-MA,2001.0,55.0,"[89, 79, 90, 50, 97]",https://www.imdb.com/title/tt0248654/
172,The Thick of It,BBC,8.6,18987,85.0,96.0,['comedy'],TV-MA,2005.0,29.0,"[nan, nan, 83, 88]",https://www.imdb.com/title/tt0459159/
173,Justice League Unlimited,Cartoon Network,8.6,8399,96.0,,"['animation', 'action', 'adventure', 'fantasy', 'sci-fi']",TV-Y7,2004.0,23.0,"[100, 100, 89]",https://www.imdb.com/title/tt6025022/
174,South Park,Comedy Central,8.6,317589,81.0,88.0,"['animation', 'comedy']",TV-MA,1997.0,22.0,"[100, 60, nan, 100, 73, 54, 77, 40]",https://www.imdb.com/title/tt0121955/
175,BoJack Horseman,Netflix,8.6,93131,93.0,95.0,"['animation', 'comedy', 'drama']",TV-MA,2014.0,25.0,"[69, 100, 100, 97, 98, 96]",https://www.imdb.com/title/tt3398228/
176,Demon Slayer: Kimetsu No Yaiba,Hulu,8.6,10861,89.0,,"['animation', 'action', 'fantasy', 'thriller']",TV-MA,2019.0,25.0,[nan],https://www.imdb.com/title/tt9335498/
177,The Promised Neverland,Aniplex,8.6,8864,100.0,,"['animation', 'fantasy', 'horror', 'mystery', 'sci-fi', 'thriller']",TV-14,2019.0,30.0,[nan],https://www.imdb.com/title/tt8788458/
181,Battlestar Galactica,SyFy,8.6,146726,95.0,93.0,"['action', 'adventure', 'drama', 'sci-fi']",TV-14,2004.0,44.0,"[91, 100, 100, 92]",https://www.imdb.com/title/tt0407362/
184,Top Gear,BBCA,8.6,104959,71.0,,['talk-show'],TV-PG,2002.0,60.0,"[nan, nan, nan, 86, 80, nan, 70, nan]",https://www.imdb.com/title/tt1628033/
185,The Shield,FX,8.6,68651,90.0,96.0,"['crime', 'drama', 'thriller']",TV-MA,2002.0,47.0,"[95, 92, 93, 82, 100, 76, 97]",https://www.imdb.com/title/tt0286486/
186,The Haunting of Hill House,Netflix,8.6,142565,93.0,91.0,"['drama', 'horror', 'mystery', 'thriller']",TV-MA,2018.0,50.0,"[93, nan]",https://www.imdb.com/title/tt6763664/
187,Deadwood,HBO,8.6,89915,92.0,96.0,"['crime', 'drama', 'history', 'western']",TV-MA,2004.0,55.0,"[85, 96, 95]",https://www.imdb.com/title/tt0348914/
188,The Grand Tour,Amazon,8.6,59210,69.0,95.0,"['comedy', 'talk-show']",TV-14,2016.0,60.0,"[90, 57, 60, nan]",https://www.imdb.com/title/tt5712554/
189,Downton Abbey,PBS,8.6,152727,86.0,95.0,"['drama', 'romance']",TV-PG,2010.0,58.0,"[92, 100, 83, 73, 82, 91]",https://www.imdb.com/title/tt1606375/
190,Lonesome Dove,CBS,8.6,19459,100.0,,"['adventure', 'drama', 'western']",TV-14,1989.0,38.0,[nan],https://www.imdb.com/title/tt0096639/
191,Berserk,Nippon Television,8.6,26056,93.0,,"['animation', 'action', 'adventure', 'fantasy', 'horror', 'romance']",TV-14,1997.0,23.0,[nan],https://www.imdb.com/title/tt0318871/
192,Blackadder II,BBC One,8.6,41091,100.0,,['comedy'],TV-PG,1986.0,17.0,[100],https://www.imdb.com/title/tt0088484/
193,Bron/Broen,SVT,8.6,53646,95.0,,"['crime', 'mystery', 'thriller']",TV-MA,2011.0,60.0,"[nan, nan, nan, 62]",https://www.imdb.com/title/tt1733785/
194,The X-Files,FOX,8.6,190531,74.0,85.0,"['crime', 'drama', 'mystery', 'sci-fi', 'thriller']",TV-14,1993.0,45.0,"[100, 67, 83, 75, 67, 22, 63, 77]",https://www.imdb.com/title/tt0106179/
195,Star Trek: The Next Generation,SYN,8.6,93634,89.0,89.0,"['action', 'adventure', 'mystery', 'sci-fi']",TV-PG,1987.0,44.0,"[79, 50, 100, 100, 100, 100, 100]",https://www.imdb.com/title/tt0092455/
197,Archer,FX,8.6,130732,91.0,86.0,"['animation', 'action', 'comedy']",TV-MA,2009.0,22.0,"[91, 95, 100, 91, 100, 86, 67, 91]",https://www.imdb.com/title/tt1486217/
198,Atlanta,FX,8.6,45280,97.0,89.0,"['comedy', 'drama', 'music']",TV-MA,2016.0,30.0,"[97, 98, nan]",https://www.imdb.com/title/tt4288182/
199,Line of Duty,Acorn TV,8.6,26793,97.0,95.0,"['crime', 'drama', 'mystery', 'thriller']",unrated,2012.0,60.0,"[100, 100, 100, 100, 88, nan]",https://www.imdb.com/title/tt2303687/
200,Friday Night Lights,NBC,8.6,53371,97.0,93.0,"['drama', 'sport']",TV-14,2006.0,44.0,"[94, 92, 100, 100, 100]",https://www.imdb.com/title/tt0758745/
201,Young Justice,Cartoon Network (Season 1-2) DC Universe (Season 3-),8.6,29599,95.0,93.0,"['animation', 'action', 'adventure', 'crime', 'romance', 'sci-fi']",TV-PG,2010.0,23.0,"[90, 100, 95, nan]",https://www.imdb.com/title/tt1641384/
202,Code Geass: Lelouch of the Rebellion,Cartoon Network,8.6,44570,100.0,,"['animation', 'action', 'drama', 'mystery', 'sci-fi', 'thriller', 'war']",TV-14,2006.0,24.0,"[nan, nan]",https://www.imdb.com/title/tt0994314/
204,Dexter,Showtime,8.6,619651,72.0,80.0,"['crime', 'drama', 'mystery', 'thriller']",TV-MA,2006.0,53.0,"[82, 96, 72, 88, 88, 40, 79, 33]",https://www.imdb.com/title/tt0773262/
206,Blackadder the Third,BBC One,8.6,39217,83.0,,['comedy'],TV-PG,1987.0,18.0,[83],https://www.imdb.com/title/tt0092324/
207,Daredevil,Netflix,8.6,345721,92.0,92.0,"['action', 'crime', 'drama', 'fantasy', 'sci-fi', 'thriller']",TV-MA,2015.0,54.0,"[99, 81, 97]",https://www.imdb.com/title/tt3322312/
208,QI,BBC One,8.6,28638,100.0,,"['comedy', 'game-show']",TV-PG,2003.0,30.0,"[nan, nan, nan, nan, nan, nan, nan, nan]",https://www.imdb.com/title/tt0380136/
209,Through the Wormhole,Science,8.6,16324,100.0,,['documentary'],TV-PG,2010.0,60.0,"[80, nan, nan, nan, nan, nan, nan, nan]",https://www.imdb.com/title/tt1513168/
210,Mindhunter,Netflix,8.6,183355,97.0,95.0,"['crime', 'drama', 'thriller']",TV-MA,2017.0,60.0,"[97, 98]",https://www.imdb.com/title/tt5290382/
213,Making a Murderer,Netflix,8.6,82072,84.0,98.0,"['documentary', 'crime']",TV-14,2015.0,60.0,"[98, 71]",https://www.imdb.com/title/tt5189670/
215,Peep Show,Channel Four,8.6,49377,96.0,93.0,['comedy'],TV-MA,2003.0,25.0,"[nan, nan, nan, 89, 100, 100, 90, 100]",https://www.imdb.com/title/tt0387764/
217,The Eric Andre Show,Cartoon Network,8.6,10945,88.0,,"['comedy', 'talk-show']",TV-MA,2012.0,11.0,"[nan, nan, nan, nan]",https://www.imdb.com/title/tt2244495/
219,Father Ted,Channel 4,8.6,34750,93.0,100.0,['comedy'],TV-14,1995.0,25.0,"[86, nan, 100]",https://www.imdb.com/title/tt0111958/
220,Sacred Games,Netflix,8.6,65258,92.0,84.0,"['action', 'crime', 'drama', 'thriller']",TV-MA,2018.0,50.0,"[92, nan]",https://www.imdb.com/title/tt6077448/
222,Formula 1: Drive to Survive,Netflix,8.5,12609,79.0,,"['documentary', 'sport']",TV-MA,2019.0,40.0,"[nan, nan]",https://www.imdb.com/title/tt8289930/
223,The Newsroom,HBO,8.5,99716,59.0,89.0,['drama'],TV-MA,2012.0,55.0,"[47, 69, 61]",https://www.imdb.com/title/tt1870479/
224,Spaced,Channel 4,8.5,48126,100.0,95.0,"['action', 'comedy']",TV-14,1999.0,25.0,"[100, 100]",https://www.imdb.com/title/tt0187664/
225,Yes Minister,BBC Two,8.5,11685,100.0,,['comedy'],TV-PG,1980.0,30.0,"[nan, nan, 100]",https://www.imdb.com/title/tt0080306/
228,Umbre,HBO,8.5,7812,50.0,,"['crime', 'drama', 'thriller']",unrated,2014.0,45.0,"[nan, nan, nan]",https://www.imdb.com/title/tt4269716/
230,Skam,WEB TV US,8.5,25648,92.0,,"['drama', 'romance']",unrated,2015.0,30.0,"[100, nan, nan, nan]",https://www.imdb.com/title/tt5288312/
235,Fullmetal Alchemist,Cartoon Network,8.5,58287,94.0,,"['animation', 'action', 'adventure', 'comedy', 'drama', 'fantasy', 'sci-fi']",TV-PG,2003.0,24.0,[nan],https://www.imdb.com/title/tt0421357/
236,Justified,FX,8.5,81215,97.0,95.0,"['action', 'crime', 'drama', 'mystery', 'thriller', 'western']",TV-MA,2010.0,44.0,"[93, 100, 96, 100, 96, 100]",https://www.imdb.com/title/tt1489428/
237,Dragon Ball,Fuji TV,8.5,44161,72.0,,"['animation', 'action', 'adventure', 'comedy', 'fantasy', 'sci-fi', 'thriller']",TV-Y7,1986.0,24.0,"[nan, nan, nan, nan, nan, nan, nan, nan]",https://www.imdb.com/title/tt0088509/
238,"Love, Death & Robots",Netflix,8.5,80258,77.0,91.0,"['animation', 'short', 'comedy', 'fantasy', 'horror', 'sci-fi']",TV-MA,2019.0,15.0,"[77, nan]",https://www.imdb.com/title/tt9561862/
241,Justice League,Cartoon Network,8.5,38843,95.0,98.0,"['animation', 'action', 'adventure', 'drama', 'family', 'fantasy', 'mystery', 'thriller']",TV-PG,2001.0,22.0,"[91, 100]",https://www.imdb.com/title/tt0275137/
242,Adventure Time,Cartoon Network,8.5,70973,100.0,94.0,"['animation', 'action', 'adventure', 'comedy', 'family', 'fantasy', 'sci-fi']",TV-PG,2010.0,11.0,"[nan, 100, 100, 100, 100, 100, nan, 100]",https://www.imdb.com/title/tt1305826/
243,Boardwalk Empire,HBO,8.5,165791,92.0,96.0,"['crime', 'drama', 'history']",TV-MA,2010.0,55.0,"[95, 91, 89, 98, 88]",https://www.imdb.com/title/tt0979432/
244,Chef's Table,Netflix,8.5,11959,81.0,,['documentary'],TV-MA,2015.0,50.0,"[nan, nan, nan, nan, nan, nan, nan, nan]",https://www.imdb.com/title/tt4295140/
247,Samurai Champloo,Cartoon Network,8.5,37335,88.0,93.0,"['animation', 'action', 'adventure', 'comedy', 'drama', 'thriller']",TV-MA,2004.0,23.0,"[88, nan]",https://www.imdb.com/title/tt0423731/
248,Flight of the Conchords,HBO,8.5,52964,94.0,98.0,"['comedy', 'music', 'musical']",TV-MA,2007.0,28.0,"[95, 94]",https://www.imdb.com/title/tt0863046/
250,Anne with an E,Netflix,8.5,24700,60.0,89.0,['drama'],TV-PG,2017.0,60.0,"[83, 38, nan]",https://www.imdb.com/title/tt5421602/
251,"Yes, Prime Minister",BBC Two,8.5,8939,100.0,,['comedy'],TV-PG,1986.0,30.0,"[nan, nan]",https://www.imdb.com/title/tt0086831/
252,Mystery Science Theater 3000,Netflix,8.5,22456,100.0,91.0,"['comedy', 'sci-fi']",TV-14,1988.0,92.0,"[100, 100]",https://www.imdb.com/title/tt0094517/
253,The Defiant Ones,HBO,8.5,10228,100.0,92.0,"['documentary', 'biography', 'crime', 'music']",unrated,2017.0,60.0,[100],https://www.imdb.com/title/tt6958022/
254,Generation Kill,HBO,8.5,45440,86.0,100.0,"['drama', 'war']",TV-MA,2008.0,70.0,[86],https://www.imdb.com/title/tt0995832/
256,The IT Crowd,Channel 4,8.5,125549,78.0,96.0,['comedy'],TV-14,2006.0,25.0,[],https://www.imdb.com/title/tt0487831/
257,Coupling,BBC,8.5,41520,100.0,,"['comedy', 'romance']",TV-14,2000.0,30.0,"[nan, nan, nan, nan]",https://www.imdb.com/title/tt0237123/
258,Louie,FX,8.5,72556,94.0,95.0,"['comedy', 'drama']",TV-MA,2010.0,22.0,"[88, 100, 100, 93, 92]",https://www.imdb.com/title/tt1492966/
259,The Night Of,HBO,8.5,108319,94.0,93.0,"['crime', 'drama', 'mystery']",TV-MA,2016.0,52.0,[94],https://www.imdb.com/title/tt2401256/
260,Mr. Bean,HBO,8.5,95269,100.0,93.0,"['comedy', 'family']",TV-G,1990.0,35.0,[100],https://www.imdb.com/title/tt0096657/
261,Big Little Lies,HBO,8.5,135667,89.0,89.0,"['crime', 'drama', 'mystery']",TV-MA,2017.0,60.0,"[93, 85]",https://www.imdb.com/title/tt3920596/
262,Impractical Jokers,TruTV,8.5,30811,96.0,,"['comedy', 'reality-tv']",TV-14,2011.0,30.0,"[100, nan, nan, nan, nan, nan, nan]",https://www.imdb.com/title/tt2100976/
263,Alfred Hitchcock Presents,NBC,8.5,13963,91.0,,"['comedy', 'crime', 'drama', 'horror', 'mystery', 'thriller']",TV-14,1955.0,25.0,"[100, nan, nan, nan, nan, nan, nan]",https://www.imdb.com/title/tt0047708/
264,Silicon Valley,HBO,8.5,116879,94.0,92.0,['comedy'],TV-MA,2014.0,28.0,"[95, 96, 100, 94, 89, 94]",https://www.imdb.com/title/tt2575988/
265,Endeavour,PBS,8.5,16316,86.0,94.0,"['crime', 'drama', 'mystery']",TV-14,2012.0,89.0,"[86, 57, 83, nan, nan, 100, 90, 100]",https://www.imdb.com/title/tt2701582/
266,Whose Line Is It Anyway?,CW,8.5,38823,100.0,,"['comedy', 'game-show']",TV-PG,1998.0,30.0,"[nan, nan, nan, nan, nan, nan, nan, nan]",https://www.imdb.com/title/tt0163507/
267,Detectorists,Acorn,8.5,9448,100.0,99.0,['comedy'],unrated,2014.0,30.0,"[100, 100, 100]",https://www.imdb.com/title/tt4082744/
268,Homicide: Life on the Street,NBC,8.5,11053,91.0,100.0,"['crime', 'drama', 'mystery', 'thriller']",TV-14,1993.0,60.0,"[100, 100, 83, nan, nan, nan, 83]",https://www.imdb.com/title/tt0106028/
269,Horace and Pete,louisck.net,8.5,14035,96.0,93.0,"['comedy', 'drama']",TV-MA,2016.0,67.0,[96],https://www.imdb.com/title/tt5425186/
270,Spartacus: Gods of the Arena,Starz,8.5,121267,57.0,93.0,"['action', 'adventure', 'biography', 'drama', 'history', 'romance']",TV-MA,2011.0,33.0,[57],https://www.imdb.com/title/tt1758429/
271,Letterkenny,Hulu,8.5,10842,93.0,,['comedy'],TV-MA,2016.0,30.0,"[100, nan, nan, nan, nan, nan, nan, nan]",https://www.imdb.com/title/tt4647692/
272,The Punisher,Netflix,8.5,167369,63.0,82.0,"['action', 'adventure', 'crime', 'drama', 'sci-fi', 'thriller']",TV-MA,2017.0,53.0,"[67, 60]",https://www.imdb.com/title/tt5675620/
273,Hannibal,NBC,8.5,212958,92.0,94.0,"['crime', 'drama', 'horror', 'mystery', 'thriller']",TV-14,2013.0,44.0,"[82, 98, 98]",https://www.imdb.com/title/tt2243973/
274,John Adams,HBO,8.5,26602,81.0,88.0,"['biography', 'drama', 'history']",TV-14,2008.0,71.0,[81],https://www.imdb.com/title/tt0472027/
275,Black Books,Channel 4,8.5,51727,93.0,100.0,['comedy'],TV-PG,2000.0,25.0,"[86, nan, 100]",https://www.imdb.com/title/tt0262150/
276,I'm Alan Partridge,BBC Two,8.5,17612,100.0,,['comedy'],TV-MA,1997.0,29.0,"[nan, nan]",https://www.imdb.com/title/tt0129690/
277,The Family Man,Amazon Prime Video,8.5,17160,93.0,,"['action', 'comedy', 'drama']",unrated,2019.0,45.0,[nan],https://www.imdb.com/title/tt9544034/
278,Queer Eye,Netflix,8.5,13206,91.0,90.0,['reality-tv'],TV-14,2018.0,45.0,"[97, 87, 92, 91, nan]",https://www.imdb.com/title/tt7259746/
281,Erased,Netflix,8.5,21474,100.0,94.0,"['animation', 'drama', 'fantasy', 'mystery', 'sci-fi', 'thriller']",TV-14,2016.0,30.0,[100],https://www.imdb.com/title/tt5249462/
282,Spartacus,Starz,8.5,213959,67.0,87.0,"['action', 'adventure', 'biography', 'drama', 'history', 'romance']",TV-MA,2010.0,55.0,"[52, 82, 69]",https://www.imdb.com/title/tt1442449/
284,Pose,FX,8.5,14383,96.0,87.0,['drama'],TV-MA,2018.0,60.0,"[96, 97]",https://www.imdb.com/title/tt7562112/
286,The Dark Crystal: Age of Resistance,Netflix,8.5,18230,88.0,95.0,"['adventure', 'drama', 'family', 'fantasy', 'sci-fi']",TV-PG,2019.0,60.0,[88],https://www.imdb.com/title/tt6905542/
287,My Hero Academia,Crunchyroll ,8.5,24780,100.0,88.0,"['animation', 'action', 'adventure', 'comedy', 'fantasy', 'sci-fi']",TV-14,2016.0,24.0,"[100, nan, 100, nan]",https://www.imdb.com/title/tt5626028/
288,Luther,BBC,8.4,113587,88.0,86.0,"['crime', 'drama', 'mystery', 'thriller']",TV-MA,2010.0,60.0,"[91, 100, 88, 79, 85]",https://www.imdb.com/title/tt1474684/
290,The Knick,Cinemax,8.4,41494,92.0,97.0,"['drama', 'history']",TV-MA,2014.0,58.0,"[87, 97]",https://www.imdb.com/title/tt2937900/
293,The Venture Bros.,Cartoon Network,8.4,22678,92.0,97.0,"['animation', 'comedy', 'sci-fi']",TV-MA,2003.0,22.0,"[55, nan, 100, 100, 100, 100, 100]",https://www.imdb.com/title/tt0417373/
297,Wentworth,Channel 5,8.4,15792,98.0,,"['crime', 'drama']",TV-MA,2013.0,45.0,"[75, nan, nan, nan, nan, nan, nan, nan]",https://www.imdb.com/title/tt2433738/
298,Samurai Jack,Cartoon Network,8.4,42659,93.0,95.0,"['animation', 'action', 'adventure', 'drama', 'fantasy', 'sci-fi', 'thriller']",TV-14,2001.0,25.0,"[80, nan, nan, 100, 100]",https://www.imdb.com/title/tt0278238/
299,Generation War,ZDF,8.4,23639,100.0,,"['action', 'drama', 'history', 'war']",TV-MA,2013.0,14.0,[nan],https://www.imdb.com/title/tt1883092/
303,Mushi-Shi,Fuji TV,8.4,11125,100.0,100.0,"['animation', 'drama', 'fantasy', 'horror', 'mystery', 'thriller']",TV-14,2005.0,24.0,"[100, nan]",https://www.imdb.com/title/tt0807832/
304,Inside No. 9,BBC Two,8.4,10718,100.0,93.0,"['comedy', 'drama', 'horror']",TV-MA,2014.0,30.0,"[100, 100, nan, 100, 100, 100]",https://www.imdb.com/title/tt2674806/
306,X-Men: The Animated Series,FOX,8.4,36051,85.0,97.0,"['animation', 'action', 'family', 'sci-fi', 'thriller']",TV-Y7,1992.0,23.0,"[100, nan, 100, nan, 56]",https://www.imdb.com/title/tt0103584/
307,Futurama,Comedy Central,8.4,205817,95.0,96.0,"['animation', 'comedy', 'sci-fi']",TV-14,1999.0,22.0,"[89, nan, nan, nan, 100, 100, 92, nan]",https://www.imdb.com/title/tt0149460/
308,Ezel,Netflix,8.4,23671,100.0,,"['crime', 'drama', 'thriller']",TV-14,2009.0,90.0,"[nan, nan]",https://www.imdb.com/title/tt1534360/
309,American Crime Story,FX,8.4,74208,93.0,94.0,"['biography', 'crime', 'drama']",TV-MA,2016.0,42.0,"[97, 89]",https://www.imdb.com/title/tt2788432/
310,Delhi Crime,Netflix,8.4,8273,92.0,93.0,"['crime', 'drama']",unrated,2019.0,50.0,[92],https://www.imdb.com/title/tt9398466/
